PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,cluster_id
-5.470339127,3.470692783,-1.076359244,-1.113903948,2.990879114,-2.723192233,0.833273002,-1.47766555,0.660497326,1.103712465,0
-4.553295744,2.878870066,0.056219445,-1.502063853,-0.732489317,0.29642246,1.978953449,0.553581629,-0.316962535,-1.091461084,0
-5.090288654,1.770836356,-1.741265871,-3.21830258,-0.07994454,-0.609034153,3.249679387,-2.843894344,2.339794604,1.517741314,0
-4.02033846,-1.294284004,-1.349709932,-2.023242402,-1.186336259,0.681317351,-0.461909208,-2.455216839,-0.105902268,-2.062899691,2
-5.641616756,-0.541586735,-1.64175566,-1.40666039,3.999831863,-1.476637122,-2.39862066,-4.126238573,-1.954965197,-0.406875632,4
-4.511837668,1.177953903,-0.526336409,-2.627042344,-2.242902331,0.169336398,3.180986407,-0.374513502,-0.939354789,0.569285478,0
-4.226240542,0.727932698,-1.902743287,-2.035891315,-1.614259907,-0.471783444,0.875671003,0.608386293,-0.82979969,1.996930974,0
-3.995216512,-0.113721226,-0.537870382,-1.201206564,2.0771055,-0.580741725,-1.501991971,-1.102186538,-4.200672741,3.538215783,4
-3.525920138,0.140965546,-0.911195229,0.107198487,-1.997563687,-0.019207563,-1.640574252,-0.144330461,-0.411007927,1.513841917,2
-5.256349837,1.285893978,-0.698756883,-2.802884696,-0.841828692,-0.102975823,3.53000474,-1.688822858,-1.38488475,0.590622759,0
-6.538822593,0.996900478,-1.788578884,-2.557976765,1.063547451,-2.249768619,-0.844820122,-0.958861027,1.76816781,2.11108649,0
-3.891116727,-6.063630061,0.356526919,0.187187791,3.486390257,-0.398603485,-5.810192227,-1.054563626,0.249740978,1.763705498,4
-5.687981709,-4.400267016,-0.248390225,-0.509990028,0.149118059,1.760895014,-4.146166151,-0.499981014,-5.048557987,-2.559480015,4
-3.935460813,0.237845734,-1.576615295,-3.262881934,-2.996469214,1.620040125,-0.472392918,-0.236801134,0.753287362,-1.452133538,2
-5.37941602,2.782337972,-2.274747613,-3.220580766,3.714264484,-2.518554958,0.266506275,-2.009914843,0.862546553,-0.428614452,0
-4.499501622,0.284636138,-0.896830975,-2.545656436,-2.267831633,-0.082542068,0.652565301,-0.355683183,-1.018980014,-1.09978936,0
-5.329219776,1.871966047,-1.550563281,-2.100553994,0.450724607,-2.488661878,0.914133868,-0.766829913,2.549781858,2.766315023,0
-4.79733085,0.12109784,-0.551418172,-0.77099661,-1.325972871,0.042600741,1.470945905,-0.001900832,0.25972851,-1.676625886,0
-5.677079559,0.689169196,-0.406274292,-2.479408791,-1.582674612,0.071020364,1.871427655,0.024626315,0.487321268,-0.826179555,0
-4.169461336,-4.584618385,0.282360143,0.577684738,3.146514374,-1.031312795,-2.476604026,-3.647603342,-0.286191842,0.549096932,4
-4.438245388,-2.394252683,-0.592829592,-1.793790008,-1.081434127,0.957245858,0.825595429,-0.542443713,-0.567966962,-1.873840159,2
-4.384378814,0.697404812,-1.461482155,-2.852041884,-2.783857429,2.095250047,0.056436933,0.633559993,1.559720635,-1.274396734,2
-6.058653556,1.797014351,-1.24334834,-2.403848051,-0.154953388,-2.260284572,1.101492758,-1.351891144,0.909556837,-0.919778841,0
-5.330556799,-0.478862918,0.153362999,-1.467086298,-3.994370606,2.195299205,3.752671801,1.433778967,0.278255274,0.664116882,2
-4.086014452,-4.732639329,0.594029782,0.531160653,4.15975371,-2.178167457,-0.237769835,-0.936855207,-0.69203928,1.117322945,4
-3.674168292,-5.549616126,0.874596899,0.436833398,1.699542653,0.827073138,-4.699738986,-0.746556292,3.164510266,0.53412343,4
-2.993620624,-2.553563617,-0.907356274,-1.353636735,3.07554334,-0.710570082,-0.680413141,-0.984972476,-0.292268769,1.240808159,4
-5.171871417,2.051027304,-1.205983515,-2.664635536,-0.574656925,-0.368473878,1.763273233,-1.36204388,-0.24268324,-0.548279123,0
-4.253826461,-8.052414181,1.297368487,1.549452703,3.104801993,-0.680173346,-2.184879873,-1.31511758,-1.638169923,-0.947862538,4
-4.489099777,1.150557772,-2.737858671,-2.292693078,-1.253394919,-0.585957488,2.065471723,-0.609088874,1.843303951,2.01204047,0
-3.181057852,-1.488347312,-0.373843387,-2.647807749,-2.706674004,2.12005055,-1.487873406,1.037167541,0.114150611,-0.301460585,2
-4.858992025,1.252975737,-1.198535257,-1.222553289,-1.168525238,-0.568285059,0.993686175,-0.845128454,0.638181045,-1.573976457,0
-4.897772421,0.949792481,-1.321958343,-2.651935103,-2.567132025,-0.19683975,1.488073159,0.287674053,-0.172483594,-0.114342135,0
-5.082244903,2.578577154,-1.813469133,-3.103454006,-0.236688566,-0.704089904,1.34749033,-1.190186039,-0.536339808,0.472585066,0
-3.279935553,-4.177976929,1.800923221,2.342612329,4.10703465,-1.800370246,-3.60274942,-0.846303728,0.573502674,2.041170183,4
-4.572741182,-2.617558434,0.092599862,-0.311616038,1.076132109,0.826170386,-6.12377503,-0.633354131,-3.891599978,-1.625235426,4
-4.810250713,-1.26079899,-1.043849111,-1.852503799,-3.611131602,0.723930651,-0.265155428,0.137292714,-0.579351057,1.341142506,2
-5.731806115,-0.640417598,-1.295751423,-1.218631073,0.738482499,-0.383140474,-4.502268263,-2.585452062,1.050990469,-0.241337471,4
-3.82786368,-3.278683262,0.640695785,0.284594009,1.79757471,0.628990236,-5.929972602,-0.824502469,-1.280641155,0.59070212,4
-5.810010252,0.684786758,-0.698643928,-2.861052965,-0.433736699,0.164515027,2.282846257,-0.588529529,-0.210068303,0.300538412,0
-5.3159698,0.890835161,-1.149914036,-2.017989453,-2.9457293,-0.095763506,2.653190759,-0.142094649,3.398679425,1.678680832,0
-3.01917332,0.099791674,-0.922503672,-2.562176652,-1.083283652,0.399183816,-1.597243551,-1.222600643,-0.618914756,0.582895297,2
-4.175553044,-0.842065959,-1.20146328,-3.277994521,-3.846531995,0.708666941,-1.074414684,1.216428335,-0.742674663,-1.943150749,2
-2.096501315,-1.624039606,-1.603970729,-1.078902966,-2.624383467,0.049203076,-1.249500226,2.084242078,-1.64437973,3.357486612,2
-5.670428243,1.285954302,-1.04559893,-1.074963914,-0.885689118,0.514076158,2.577350182,-0.399123469,0.932942699,-2.338836492,0
-4.574140645,-2.557772946,-1.411536618,-2.008942738,-4.904191389,1.817075845,0.424129914,2.252509139,0.02728306,-1.104820443,2
-5.511399384,3.177995316,-1.888859143,-1.96130421,0.912548442,-1.497682967,1.185220112,-0.971121505,0.269567325,0.44363483,0
-3.916484498,0.260482244,-2.496071812,-1.97613417,-2.394229227,0.762964355,-1.487346226,0.414716283,-1.107570608,-2.799979648,2
-6.525962767,2.212644081,-2.140859792,-2.457388082,2.516635269,-2.439381215,-1.377853057,-1.437323827,-0.096874253,-0.593659057,0
-3.352674635,-0.651740207,-0.346822154,-1.719911887,-1.739404751,-0.182239019,0.032398945,1.786203616,-2.618216618,3.952780317,2
-4.398209722,-4.704493317,0.466621621,0.406254443,0.653250845,0.85061715,-1.989215304,-0.701745226,2.136582299,0.744170075,4
-3.531968221,-4.096951348,0.889546343,1.312316824,0.676061189,0.616758472,-3.567696908,-0.141642709,-1.82628837,1.717113685,4
-5.068255659,-1.226454061,0.82474726,0.281907507,-0.090414895,0.21156757,-3.406441947,-1.216402573,-1.793362001,1.966900471,4
-5.381754106,-0.383063317,-1.272865434,-2.440830373,0.18327572,-0.49475381,-1.582998987,0.113619072,-5.745615047,-0.38609864,2
-4.600577486,-6.486999862,0.66184175,-0.012626124,-1.066037278,2.694755054,-6.736803066,1.169851599,-3.322836564,-2.212993857,4
-3.729940188,-5.071377446,-0.112963517,0.748470069,-3.636054846,2.067861793,-4.472158184,0.429587714,-1.84738379,-1.576243272,4
-4.151169435,-4.878140305,0.002420334,0.17120735,-0.121381291,1.464156559,-3.309481013,-0.26414004,0.274878496,2.712926116,4
-4.933202004,-2.655201134,-0.710922767,-1.494909008,-1.081711713,-1.077308709,-1.996329453,-1.150701749,-0.135043329,-1.216144249,2
-6.229017434,-0.19565364,-1.22900018,-1.604182577,-3.012443869,1.275457888,0.900290786,2.981800206,-0.230642803,0.973323194,2
-4.414720161,1.06716884,-0.604820297,-2.16688272,-1.117604107,0.800471346,1.875888886,-1.043670496,2.761155433,-0.345728015,0
-5.68711977,-3.091658055,-0.787763505,-1.323688823,-0.061975928,-0.166827696,-3.256072108,1.103060099,-2.504673874,-0.771362144,4
-5.092017918,0.527932623,-1.348105782,-1.191685133,0.786757493,-1.889148686,-0.827694359,0.300925395,-1.007436148,1.184147765,0
-3.933153232,-5.557665216,-0.085915332,0.080093383,-0.271213156,0.377031187,-5.922947362,0.088801418,-0.949385213,-1.002357604,4
-3.366865232,-2.051297878,0.221832707,-0.614491632,-1.154924976,1.012729079,-4.172934485,-0.74878595,-0.433855496,-0.917315893,4
-5.293434933,-2.55786196,-0.49957915,-1.817282168,-0.037826525,0.341990234,-4.310104958,-2.11019587,-1.054937218,-3.335133054,4
-5.834632442,3.626903596,-2.163033952,-3.058853294,1.454124895,-1.907704237,0.253439767,-0.894722042,-1.193558043,0.071153688,0
-3.839003778,-0.267944228,-0.619768581,-2.412662111,-2.230317969,0.274172556,2.063712838,0.136388649,-0.558052837,-0.864672008,0
-4.519477676,0.333531785,-1.893351815,0.161689889,-1.510815799,0.076512035,1.154613912,-0.584612454,2.163849605,-0.549529587,0
-4.189372416,0.837773387,-0.290924128,-2.042652357,-3.805372154,0.557444618,2.130819989,-1.012236286,0.71656061,-0.724176918,0
-4.870486625,0.165945684,-1.504422432,-1.751552766,1.316910565,-0.790617976,0.404530128,-0.999944934,1.036371756,-1.314396921,0
-4.983709668,1.962253154,-1.682462356,-3.191923714,2.566409186,-2.188808259,0.466751979,-1.659187329,-1.350881349,-0.097914967,0
-4.108912851,0.920398444,-0.047236144,-1.820447949,-0.561390566,-0.075973334,1.379994358,0.215586751,-0.205416691,2.647922557,0
-4.310254467,2.279836109,-1.121343377,-2.046306551,2.21801577,-2.188353539,0.176274812,0.078894802,-1.790131613,0.074762197,0
-4.640253761,0.897123665,-0.338898313,-2.319577289,-1.727708272,0.850116463,2.295002656,-0.108507528,1.396338477,0.6688513,0
-2.663783151,-4.212376118,1.503372968,0.90733156,1.511799508,0.837817596,-5.071012569,-1.033878567,-3.225841484,0.184437315,4
-4.724838652,0.139734077,-2.326438086,-1.684367843,-0.933445729,-0.101667315,0.479924226,2.063564131,-0.480776697,1.120714297,0
-3.87584845,-0.328520714,-1.829472343,-1.076718694,0.37079284,-1.553855829,-1.5148476,-0.930372731,-1.262478478,-0.400550987,0
-4.31635206,-2.142510002,-1.055528913,-2.408303647,-2.826294487,0.643583769,1.250328446,1.625311446,0.465737847,0.078233958,2
-4.849024886,-0.133148156,-1.420063459,-2.884542377,-0.234070461,-0.44842396,3.227231102,-1.622190548,0.743568501,1.290131622,0
-4.000424957,0.503275363,-1.544404366,-2.447541403,-2.020358779,1.722799002,1.143306826,0.086630149,0.575577612,-0.055323459,0
-2.157145625,-4.182557267,0.585007089,-0.53507155,-7.125027978,2.928535175,0.011323832,3.587132047,-0.919349667,9.775003211,2
-5.566390463,2.1985894,-1.218144494,-3.762268706,0.255832898,-1.167219487,-0.326726497,0.247673118,-1.310148583,-0.650022841,0
-3.543957376,-6.440564921,0.982906158,0.59496042,1.03992668,1.020915206,-2.331286427,-0.95094885,0.237483127,-0.08519322,4
-4.439409366,-0.239646168,-1.538090959,-2.435919335,-4.054120341,1.328403215,0.761801682,1.095902512,-0.538311424,0.809438554,2
-6.125006837,4.645309861,-1.84297789,-2.416813068,3.589499562,-3.646458792,1.143762769,-1.500169751,1.441197284,1.482823284,0
-2.708874855,0.621911205,-1.076638147,-3.188587672,-1.809141821,1.157908992,0.132702098,-0.638504421,0.348604616,-1.941465898,2
-5.852140746,0.462584051,-1.584708526,-3.477132077,-3.178339913,0.642206073,1.13808177,-0.716770223,0.565129123,0.400255142,0
-2.989691678,-0.422736074,-0.967770927,-0.531362619,-0.045141021,1.708929377,3.080694533,0.705235434,0.753717755,3.984138373,0
-3.488530874,-2.368878494,-1.176869352,-2.249345809,-2.279526045,-0.27474106,-1.800736189,2.819537344,-3.857921672,5.926747041,2
-4.242940188,-1.667744014,-1.122768685,-1.83633482,-1.848082333,-0.59331419,1.157772049,0.861190295,1.481925999,1.818607683,2
-3.983671543,0.020987525,-1.253281048,-2.021353232,-1.773910307,0.463650386,-0.952215034,0.109603526,0.117071612,1.074046818,2
-4.693959539,1.296611739,-1.236833147,-0.382213897,-1.530771923,1.232093558,0.265356247,0.186593621,1.575699762,-1.726893853,0
-4.774674945,1.748308839,-1.301308546,-2.94567618,1.841334562,-0.909119153,-1.527933376,-0.955727014,-1.58776618,0.462517449,0
-6.326072632,-1.751117789,-1.490525439,-1.270569175,1.225419033,0.459686496,-3.932927317,0.243512037,-2.612018894,-2.554625841,4
-4.942617488,3.243008012,-1.829352451,-2.840869425,4.103495769,-2.11189435,1.54924596,-1.216107193,-0.898591615,2.117622988,0
-5.01581397,0.824194146,-1.343510972,-2.454148424,2.367440728,-1.41468503,-1.213238976,-1.477474231,-1.155814855,-0.621087967,0
-5.701064154,1.788223947,-1.978695127,-2.389275345,0.557396888,-0.356845945,1.580866863,-0.345197323,0.30753084,0.242651335,0
-5.667123656,1.144184846,-1.735971583,-2.788890101,-2.31175704,0.638729584,2.975726607,1.084561733,-0.854986757,-0.546652767,0
-3.885366443,-2.388966921,-0.248101186,-0.903508371,-2.813940993,1.679373523,-0.725557962,0.151237989,-2.52522476,-0.142776267,2
-4.005529724,-0.183066773,-1.68941022,-2.035967651,-1.427133596,0.589635114,-2.950623374,1.144371132,0.371921175,-1.038064658,2
-2.04357155,-1.184368448,-1.286514673,-1.449687487,-2.226155677,0.47714538,-0.412324152,1.069881809,-2.109995861,5.522487009,2
-4.686276895,-0.772007491,-0.321644032,-1.152673537,2.469802937,-2.289238717,-3.717975524,-2.749689183,-0.645375234,0.571456486,4
-5.447462894,1.267199612,-1.439826083,-3.185768791,1.048463687,-1.551596066,0.932154523,-1.061241921,-2.465395912,-0.669715657,0
-4.747233681,-0.990975886,-1.467290264,-2.040546263,-0.64196414,-1.193901887,-1.358076599,-0.80263085,-2.550096487,-0.564630843,2
-5.305751235,-1.08544479,-1.90285587,-2.264351415,-1.498592511,0.45081898,1.150480596,1.28032808,0.861754217,0.556287658,2
-4.733002085,-7.050502719,0.666807807,0.712431478,2.93373244,0.363236137,-2.009180172,-0.873958739,2.026015011,0.443052407,4
-4.541187775,1.999271029,-1.124594192,-1.452366762,-1.116914229,0.882449399,2.250731936,-1.284906508,-0.030534278,0.229169523,0
-5.113681559,1.299338469,-2.058495954,-3.214026893,-0.827642202,1.060041331,2.791029606,-0.943018876,-1.155432951,-0.669123423,0
-4.860463895,-1.198050202,0.045014139,-2.225046769,-3.512591392,1.461340259,-0.959944467,1.322582108,1.289049074,-0.022622705,2
-4.080810837,-2.379339066,-0.647357254,-2.801681713,-3.964990367,2.216227248,-1.382772325,0.335828678,-1.135332397,-1.757787918,2
-5.327449787,0.623502133,-1.64840466,-1.807105053,0.011227961,-0.493733924,0.690015832,1.083133029,-1.071049003,1.032232867,0
-5.180893119,-2.911355857,-0.55408125,-1.465689976,-1.071246256,0.871959275,-2.90327937,0.362789709,-0.959219391,-0.916375568,4
-4.571623179,-4.724783301,1.250134343,1.246889738,0.898779025,0.27474039,-1.809289366,-0.746436003,0.034929418,-0.61079167,4
-5.923985833,2.901862159,-1.876898979,-1.839045241,3.781655482,-3.535064072,1.873809925,-1.920457582,-1.845025845,1.640981657,0
-6.030600451,-0.327352758,0.82950988,0.315302243,5.38592933,-1.407175982,-4.452360688,-0.555745241,-3.780502085,-1.798490014,4
-3.920409366,-1.746681926,-1.175589301,-0.997636763,-4.569831158,1.855600998,0.742550307,3.203258359,1.757448241,-0.967677537,2
-3.565343149,0.629610896,-1.811764388,-2.32556372,0.747107222,-0.290202421,-1.621973203,0.170924382,-0.094483147,-0.584679871,0
-3.319618038,-0.727196826,-1.591054734,-3.134647034,-1.867206721,0.024467717,-1.281404702,0.823652774,-0.015459389,-1.03175851,2
-4.271406241,-0.606934655,-1.976090853,-4.027901235,-2.590413256,0.427103504,-1.180530161,1.019829247,-3.810845098,-1.293485425,2
-5.636167653,1.217753517,-1.4598812,-2.692220293,-1.297954819,0.529335925,-0.95812066,1.016377615,0.679359577,-0.323431319,0
-1.673192547,-12.52389965,4.351031736,5.858127305,-2.033031062,6.907172344,-3.354632622,3.873699621,17.18817083,3.394052404,4
-5.203320365,2.361850103,-2.796413621,-2.420695713,0.778217744,-1.052859066,1.115658749,-1.654601567,0.902128088,0.533918883,0
-3.211749803,-1.789455602,0.19260235,-1.099829419,-4.026093039,0.094444684,-2.742488668,0.977933353,2.098884188,0.683280332,2
-5.474732807,-2.410193657,0.287757743,0.77801112,4.001441425,-2.624855815,-2.474499278,-1.906556419,0.897778991,0.902997038,4
-3.735180261,1.413224681,0.288221243,-1.410123926,-0.23152636,0.030025378,2.401932201,0.357101802,-0.62678912,4.404661207,0
-4.952293912,1.549445267,0.109626644,-2.142083635,-0.279669606,-1.474000069,1.537174875,-2.300521263,0.193065915,0.34671229,0
-3.198721201,-3.259746291,0.475451884,0.035023345,1.730501777,-0.327322815,-3.998260696,-1.655927474,-0.705159473,-1.399464624,4
-5.878951766,1.065237629,-0.326306421,-1.638837007,-0.540004722,-1.317817361,1.690460171,-0.547121702,-0.984204801,0.976676142,0
-5.613593663,-1.658751333,-0.62750054,-1.151855697,2.102620307,-1.144257228,-0.988483448,0.041587068,0.268578162,-0.232382744,0
-3.782831933,-0.148745243,-0.865982346,-2.84267174,-2.072747312,0.65633163,-0.00863916,0.884427837,0.062300073,0.607677075,2
-5.633045492,0.603646356,-1.406146063,-2.017203646,0.186229791,-2.404539669,0.74468585,-0.728060422,-0.032210604,-1.553639469,0
-2.807694739,-0.52288403,-0.073864593,-1.733090091,-3.399426491,0.716555037,4.175340909,0.543507378,1.367072171,0.579223668,0
-5.572953767,2.067128161,-2.630994463,-2.573095821,-1.039309491,-1.340216669,2.69772681,-1.340530146,0.261108789,-2.859717857,0
-3.638946414,-3.759217879,1.212906216,0.438071795,-0.185144019,1.51935512,-1.205019771,1.201276421,-1.376575196,-1.112252822,4
-3.916050914,-0.459663874,-0.302523322,-1.682991575,-1.732397436,0.982614696,-1.202886041,0.24052026,-0.25123017,0.860867778,2
-4.35072889,-5.553200583,0.756457982,0.099451627,1.184922834,-0.060762203,-3.664456515,1.353515,0.06361658,-0.19546202,4
-6.048260108,0.362916682,-1.166783887,-2.776547634,-1.616842369,-0.61688383,3.672022155,1.993198604,-1.808585796,1.480071587,0
-5.736951305,0.889439716,-0.951185834,-2.229075012,-2.951091986,-0.38925094,2.939046915,0.71257021,0.579968905,0.851711381,0
-1.987120042,-2.722920512,-0.831851017,-2.427019963,-5.063317456,1.41459007,0.060917935,2.523704361,-0.6339698,2.704560654,2
-4.990942351,2.27635961,-1.833790519,-3.067117561,1.983424787,-3.766819008,0.201279496,-1.000303748,2.140248614,1.641214423,0
0.31514299,-1.013420938,-1.493180925,5.141074347,-4.59914696,5.572581572,9.143706887,-2.479442928,0.482030942,-4.480787016,0
-4.740898483,0.65864433,-0.188549048,-1.866370253,-0.269705829,-0.599410017,1.568310319,-0.330815149,0.138732964,-0.142081369,0
-4.735437449,-5.138779411,0.463090723,-0.082295921,0.776272639,0.859620356,-4.695603881,-0.062223482,-0.527871664,-0.936188692,4
-3.207610014,-4.530735041,0.751949731,0.675704363,-1.310841072,2.634883317,-5.484714903,-0.261795338,-1.539268608,-2.577675418,4
-3.293290726,-4.473151241,4.56713685,5.731928404,-0.292566913,2.365592058,-1.530722649,0.710655218,-0.517961986,-1.586604621,4
-6.021119753,2.088459748,-0.612533317,-2.068052315,-0.529431876,-1.516347062,2.846217038,-1.393363679,-1.201414379,-1.188650602,0
-5.962290605,1.451211655,-2.092114318,-3.451943215,-0.572268463,-1.071710693,2.20782995,-0.685285302,1.133667539,1.380087199,0
-4.26299077,-0.010176716,-1.081343053,-1.56494655,-2.260895707,0.46657374,1.148213237,2.849057763,-1.366190383,3.818703794,2
-0.580832757,-7.596908738,3.024941454,3.908586358,-6.057566828,7.130024519,-4.384333772,1.472402441,1.993279481,-0.70476138,2
-5.136211944,2.153627947,-1.566753947,-1.42591319,-0.693842538,-1.306307876,2.371564456,-1.053444225,0.971062047,1.910088057,0
-4.425147413,-2.738370187,-1.206229374,-2.110819024,-0.727212567,0.397831814,-3.225650164,-0.06830935,1.294424834,0.232324417,2
-6.859949181,3.115772232,-2.511991828,-2.611872962,2.796272748,-2.631753178,4.161405358,-2.535138587,-0.291319933,0.386943272,0
-4.345353009,1.848187499,-1.154111603,-1.869498398,0.115411653,-1.126575041,0.315118218,-2.897571966,0.97978664,-0.412365795,0
-4.353728072,1.012839715,-1.021940636,-2.003187371,-0.306417315,-1.542305955,-0.403235247,0.520572542,-1.476408312,-0.728844513,0
-2.993123027,-2.096956366,-0.562403356,-2.112933861,-2.240703684,0.897062876,-2.962565876,-0.327718947,1.493434333,-1.134154708,2
-7.126308153,1.752136791,-1.696964811,-3.547216043,-0.681059932,-1.617016258,1.016249166,0.005777626,-1.043229794,0.292078916,0
